X1,X2,F1,F2
0.1,1.3199999999999998,7.009599999999998,37.552400000000006
0.1,1.3499999999999999,7.329999999999998,37.33250000000001
0.1,1.38,7.657599999999999,37.1144
0.1,1.41,7.992399999999999,36.89810000000001
0.1,1.44,8.334399999999999,36.683600000000006
0.1,1.47,8.683599999999998,36.47090000000001
0.1,1.5,9.04,36.260000000000005
0.1,1.53,9.403599999999999,36.050900000000006
0.1,1.56,9.7744,35.8436
0.1,1.5899999999999999,10.152399999999997,35.63810000000001
0.1,1.6199999999999999,10.537599999999998,35.434400000000004
0.1,1.65,10.929999999999998,35.2325
0.1,1.68,11.329599999999997,35.03240000000001
0.1,1.71,11.736399999999998,34.83410000000001
0.1,1.74,12.1504,34.637600000000006
0.1,1.77,12.5716,34.44290000000001
0.1,1.7999999999999998,12.999999999999996,34.25000000000001
0.1,1.8299999999999998,13.435599999999997,34.05890000000001
0.1,1.8599999999999999,13.878399999999997,33.869600000000005
0.1,1.89,14.328399999999998,33.682100000000005
0.1,1.92,14.785599999999999,33.49640000000001
0.1,1.95,15.249999999999998,33.3125
0.1,1.98,15.721599999999999,33.13040000000001
0.1,2.01,16.200399999999995,32.950100000000006
0.1,2.04,16.6864,32.77160000000001
0.1,2.07,17.179599999999997,32.59490000000001
0.1,2.1,17.68,32.42
0.1,2.13,18.187599999999996,32.246900000000004
0.1,2.16,18.7024,32.07560000000001
0.1,2.19,19.2244,31.906100000000006
0.1,2.2199999999999998,19.753599999999995,31.738400000000006
0.1,2.25,20.29,31.572500000000005
0.1,2.28,20.833599999999997,31.408400000000007
0.1,2.31,21.3844,31.246100000000006
0.1,2.34,21.942399999999996,31.085600000000007
0.1,2.37,22.5076,30.926900000000003
0.1,2.4,23.08,30.770000000000007
0.1,2.4299999999999997,23.659599999999994,30.614900000000006
0.1,2.46,24.246399999999998,30.461600000000004
0.1,2.4899999999999998,24.840399999999995,30.310100000000006
0.1,2.52,25.4416,30.160400000000006
0.1,2.55,26.049999999999997,30.012500000000006
0.1,2.58,26.6656,29.866400000000006
0.1,2.61,27.288399999999996,29.722100000000005
0.1,2.6399999999999997,27.91839999999999,29.579600000000006
0.1,2.67,28.5556,29.438900000000004
0.1,2.6999999999999997,29.199999999999992,29.300000000000004
0.1,2.73,29.851599999999998,29.162900000000004
0.1,2.76,30.510399999999994,29.027600000000007
0.1,2.79,31.1764,28.894100000000005
0.1,2.82,31.849599999999995,28.762400000000007
0.1,2.85,32.53,28.632500000000004
0.1,2.88,33.2176,28.504400000000004
0.1,2.9099999999999997,33.91239999999999,28.378100000000007
0.1,2.94,34.614399999999996,28.253600000000006
0.1,2.9699999999999998,35.32359999999999,28.130900000000004
0.1,3.0,36.04,28.010000000000005
0.15000000000000002,0.0,0.09000000000000002,48.522499999999994
0.15000000000000002,0.03,0.09360000000000003,48.2234
0.15000000000000002,0.06,0.10440000000000002,47.926100000000005
0.15000000000000002,0.09,0.12240000000000002,47.6306
0.15000000000000002,0.12,0.1476,47.3369
0.15000000000000002,0.15,0.18000000000000002,47.044999999999995
0.15000000000000002,0.18,0.21960000000000002,46.7549
0.15000000000000002,0.21,0.26639999999999997,46.4666
0.15000000000000002,0.24,0.3204,46.180099999999996
0.15000000000000002,0.27,0.38160000000000005,45.8954
0.15000000000000002,0.3,0.45,45.6125
0.15000000000000002,0.32999999999999996,0.5255999999999998,45.331399999999995
0.15000000000000002,0.36,0.6084,45.052099999999996
0.15000000000000002,0.39,0.6984000000000001,44.7746
0.15000000000000002,0.42,0.7955999999999999,44.4989
0.15000000000000002,0.44999999999999996,0.8999999999999999,44.224999999999994
0.15000000000000002,0.48,1.0116,43.95289999999999
0.15000000000000002,0.51,1.1304,43.6826
0.15000000000000002,0.54,1.2564000000000002,43.4141
0.15000000000000002,0.57,1.3896,43.14739999999999
0.15000000000000002,0.6,1.53,42.8825
0.15000000000000002,0.63,1.6776000000000002,42.6194
0.15000000000000002,0.6599999999999999,1.8323999999999996,42.35809999999999
0.15000000000000002,0.69,1.9943999999999997,42.098600000000005
0.15000000000000002,0.72,2.1635999999999997,41.8409
0.15000000000000002,0.75,2.34,41.584999999999994
0.15000000000000002,0.78,2.5236,41.3309
0.15000000000000002,0.8099999999999999,2.7143999999999995,41.0786
0.15000000000000002,0.84,2.9123999999999994,40.8281
0.15000000000000002,0.87,3.1176,40.57939999999999
0.15000000000000002,0.8999999999999999,3.329999999999999,40.332499999999996
0.15000000000000002,0.9299999999999999,3.5495999999999994,40.0874
0.15000000000000002,0.96,3.7763999999999998,39.8441
0.15000000000000002,0.99,4.0104,39.602599999999995
0.15000000000000002,1.02,4.2516,39.362899999999996
0.15000000000000002,1.05,4.5,39.125
0.15000000000000002,1.08,4.7556,38.88889999999999
0.15000000000000002,1.1099999999999999,5.018399999999999,38.6546
0.15000000000000002,1.14,5.288399999999999,38.4221
0.15000000000000002,1.17,5.565599999999999,38.1914
0.15000000000000002,1.2,5.85,37.9625
0.15000000000000002,1.23,6.1415999999999995,37.7354
0.15000000000000002,1.26,6.4404,37.5101
0.15000000000000002,1.29,6.7464,37.28659999999999
0.15000000000000002,1.3199999999999998,7.059599999999998,37.064899999999994
0.15000000000000002,1.3499999999999999,7.379999999999998,36.845
0.15000000000000002,1.38,7.7075999999999985,36.6269
0.15000000000000002,1.41,8.042399999999999,36.410599999999995
0.15000000000000002,1.44,8.3844,36.1961
0.15000000000000002,1.47,8.7336,35.9834
0.15000000000000002,1.5,9.09,35.772499999999994
0.15000000000000002,1.53,9.4536,35.563399999999994
0.15000000000000002,1.56,9.8244,35.3561
0.15000000000000002,1.5899999999999999,10.202399999999997,35.1506
0.15000000000000002,1.6199999999999999,10.587599999999998,34.9469
0.15000000000000002,1.65,10.979999999999999,34.745
0.15000000000000002,1.68,11.379599999999998,34.5449
0.15000000000000002,1.71,11.786399999999999,34.346599999999995
0.15000000000000002,1.74,12.2004,34.150099999999995
0.15000000000000002,1.77,12.6216,33.9554
0.15000000000000002,1.7999999999999998,13.049999999999997,33.7625
0.15000000000000002,1.8299999999999998,13.485599999999998,33.5714
0.15000000000000002,1.8599999999999999,13.928399999999998,33.382099999999994
0.15000000000000002,1.89,14.3784,33.1946
0.15000000000000002,1.92,14.8356,33.0089
0.15000000000000002,1.95,15.299999999999999,32.824999999999996
0.15000000000000002,1.98,15.7716,32.6429
0.15000000000000002,2.01,16.250399999999996,32.462599999999995
0.15000000000000002,2.04,16.7364,32.284099999999995
0.15000000000000002,2.07,17.229599999999998,32.1074
0.15000000000000002,2.1,17.73,31.932499999999997
0.15000000000000002,2.13,18.237599999999997,31.7594
0.15000000000000002,2.16,18.7524,31.588099999999997
0.15000000000000002,2.19,19.2744,31.418599999999998
0.15000000000000002,2.2199999999999998,19.803599999999996,31.250899999999998
0.15000000000000002,2.25,20.34,31.084999999999997
0.15000000000000002,2.28,20.883599999999998,30.9209
0.15000000000000002,2.31,21.4344,30.758599999999998
0.15000000000000002,2.34,21.992399999999996,30.5981
0.15000000000000002,2.37,22.5576,30.439399999999996
0.15000000000000002,2.4,23.13,30.2825
0.15000000000000002,2.4299999999999997,23.709599999999995,30.127399999999998
0.15000000000000002,2.46,24.2964,29.974099999999996
0.15000000000000002,2.4899999999999998,24.890399999999996,29.822599999999998
0.15000000000000002,2.52,25.491600000000002,29.6729
0.15000000000000002,2.55,26.099999999999998,29.525
0.15000000000000002,2.58,26.715600000000002,29.378899999999998
0.15000000000000002,2.61,27.338399999999996,29.234599999999997
0.15000000000000002,2.6399999999999997,27.968399999999992,29.0921
0.15000000000000002,2.67,28.6056,28.9514
0.15000000000000002,2.6999999999999997,29.249999999999993,28.8125
0.15000000000000002,2.73,29.9016,28.675399999999996
0.15000000000000002,2.76,30.560399999999994,28.5401
0.15000000000000002,2.79,31.2264,28.406599999999997
0.15000000000000002,2.82,31.899599999999996,28.2749
0.15000000000000002,2.85,32.580000000000005,28.144999999999996
0.15000000000000002,2.88,33.2676,28.0169
0.15000000000000002,2.9099999999999997,33.962399999999995,27.8906
0.15000000000000002,2.94,34.6644,27.766099999999998
0.15000000000000002,2.9699999999999998,35.373599999999996,27.6434
0.15000000000000002,3.0,36.09,27.522499999999997
0.2,0.0,0.16000000000000003,48.04
0.2,0.03,0.16360000000000002,47.740899999999996
0.2,0.06,0.17440000000000003,47.4436
0.2,0.09,0.19240000000000002,47.1481
0.2,0.12,0.21760000000000002,46.8544
0.2,0.15,0.25,46.5625
0.2,0.18,0.2896,46.272400000000005
0.2,0.21,0.33640000000000003,45.9841
0.2,0.24,0.3904,45.697599999999994
0.2,0.27,0.45160000000000006,45.41290000000001
0.2,0.3,0.52,45.13
0.2,0.32999999999999996,0.5955999999999999,44.8489
0.2,0.36,0.6784,44.569599999999994
0.2,0.39,0.7684000000000001,44.292100000000005
0.2,0.42,0.8655999999999999,44.016400000000004
0.2,0.44999999999999996,0.9699999999999999,43.74249999999999
0.2,0.48,1.0816,43.4704
0.2,0.51,1.2004000000000001,43.200100000000006
0.2,0.54,1.3264,42.9316
0.2,0.57,1.4596,42.664899999999996
0.2,0.6,1.6,42.400000000000006
0.2,0.63,1.7476000000000003,42.1369
0.2,0.6599999999999999,1.9023999999999996,41.8756
0.2,0.69,2.0643999999999996,41.6161
0.2,0.72,2.2336,41.3584
0.2,0.75,2.41,41.1025
0.2,0.78,2.5936000000000003,40.8484
0.2,0.8099999999999999,2.7843999999999998,40.59610000000001
0.2,0.84,2.9823999999999997,40.345600000000005
0.2,0.87,3.1876,40.0969
0.2,0.8999999999999999,3.3999999999999995,39.849999999999994
0.2,0.9299999999999999,3.6195999999999997,39.6049
0.2,0.96,3.8464,39.361599999999996
0.2,0.99,4.0804,39.120099999999994
0.2,1.02,4.3216,38.8804
0.2,1.05,4.57,38.6425
0.2,1.08,4.8256000000000006,38.4064
0.2,1.1099999999999999,5.088399999999999,38.1721
0.2,1.14,5.3584,37.9396
0.2,1.17,5.635599999999999,37.7089
0.2,1.2,5.92,37.48
0.2,1.23,6.2116,37.2529
0.2,1.26,6.510400000000001,37.0276
0.2,1.29,6.816400000000001,36.8041
0.2,1.3199999999999998,7.129599999999998,36.5824
0.2,1.3499999999999999,7.449999999999998,36.362500000000004
0.2,1.38,7.777599999999999,36.1444
0.2,1.41,8.1124,35.9281
0.2,1.44,8.4544,35.7136
0.2,1.47,8.8036,35.5009
0.2,1.5,9.16,35.29
0.2,1.53,9.5236,35.0809
0.2,1.56,9.894400000000001,34.873599999999996
0.2,1.5899999999999999,10.272399999999998,34.6681
0.2,1.6199999999999999,10.657599999999999,34.4644
0.2,1.65,11.049999999999999,34.2625
0.2,1.68,11.449599999999998,34.0624
0.2,1.71,11.856399999999999,33.8641
0.2,1.74,12.2704,33.6676
0.2,1.77,12.691600000000001,33.472899999999996
0.2,1.7999999999999998,13.119999999999997,33.28
0.2,1.8299999999999998,13.555599999999998,33.088899999999995
0.2,1.8599999999999999,13.998399999999998,32.8996
0.2,1.89,14.4484,32.7121
0.2,1.92,14.9056,32.526399999999995
0.2,1.95,15.37,32.3425
0.2,1.98,15.8416,32.160399999999996
0.2,2.01,16.320399999999996,31.9801
0.2,2.04,16.8064,31.8016
0.2,2.07,17.299599999999998,31.6249
0.2,2.1,17.8,31.45
0.2,2.13,18.307599999999997,31.276899999999998
0.2,2.16,18.822400000000002,31.1056
0.2,2.19,19.3444,30.9361
0.2,2.2199999999999998,19.873599999999996,30.7684
0.2,2.25,20.41,30.6025
0.2,2.28,20.953599999999998,30.4384
0.2,2.31,21.5044,30.2761
0.2,2.34,22.062399999999997,30.1156
0.2,2.37,22.6276,29.956899999999997
0.2,2.4,23.2,29.8
0.2,2.4299999999999997,23.779599999999995,29.6449
0.2,2.46,24.3664,29.4916
0.2,2.4899999999999998,24.960399999999996,29.3401
0.2,2.52,25.561600000000002,29.1904
0.2,2.55,26.169999999999998,29.0425
0.2,2.58,26.785600000000002,28.8964
0.2,2.61,27.408399999999997,28.7521
0.2,2.6399999999999997,28.038399999999992,28.6096
0.2,2.67,28.6756,28.468899999999998
0.2,2.6999999999999997,29.319999999999993,28.33
0.2,2.73,29.9716,28.192899999999998
0.2,2.76,30.630399999999995,28.0576
0.2,2.79,31.296400000000002,27.9241
0.2,2.82,31.969599999999996,27.7924
0.2,2.85,32.65,27.662499999999998
0.2,2.88,33.337599999999995,27.534399999999998
0.2,2.9099999999999997,34.03239999999999,27.4081
0.2,2.94,34.734399999999994,27.2836
0.2,2.9699999999999998,35.44359999999999,27.160899999999998
0.2,3.0,36.16,27.04
0.25,0.0,0.25,47.5625
0.25,0.03,0.2536,47.2634
0.25,0.06,0.2644,46.966100000000004
0.25,0.09,0.2824,46.6706
0.25,0.12,0.3076,46.3769
0.25,0.15,0.33999999999999997,46.084999999999994
0.25,0.18,0.3796,45.7949
0.25,0.21,0.4264,45.5066
0.25,0.24,0.4804,45.2201
0.25,0.27,0.5416000000000001,44.9354
0.25,0.3,0.61,44.6525
0.25,0.32999999999999996,0.6855999999999999,44.371399999999994
0.25,0.36,0.7684,44.0921
0.25,0.39,0.8584,43.8146
0.25,0.42,0.9555999999999999,43.5389
0.25,0.44999999999999996,1.0599999999999998,43.265
0.25,0.48,1.1716,42.99289999999999
0.25,0.51,1.2904,42.7226
0.25,0.54,1.4164,42.4541
0.25,0.57,1.5495999999999999,42.1874
0.25,0.6,1.69,41.9225
0.25,0.63,1.8376000000000001,41.659400000000005
0.25,0.6599999999999999,1.9923999999999995,41.3981
0.25,0.69,2.1544,41.138600000000004
0.25,0.72,2.3236,40.8809
0.25,0.75,2.5,40.625
0.25,0.78,2.6836,40.3709
0.25,0.8099999999999999,2.8743999999999996,40.1186
0.25,0.84,3.0723999999999996,39.8681
0.25,0.87,3.2776,39.6194
0.25,0.8999999999999999,3.4899999999999993,39.3725
0.25,0.9299999999999999,3.7095999999999996,39.1274
0.25,0.96,3.9364,38.884100000000004
0.25,0.99,4.1704,38.6426
0.25,1.02,4.4116,38.4029
0.25,1.05,4.66,38.165
0.25,1.08,4.9156,37.9289
0.25,1.1099999999999999,5.178399999999999,37.6946
0.25,1.14,5.4483999999999995,37.46210000000001
0.25,1.17,5.725599999999999,37.2314
0.25,1.2,6.01,37.0025
0.25,1.23,6.3016,36.7754
0.25,1.26,6.6004000000000005,36.5501
0.25,1.29,6.9064000000000005,36.3266
0.25,1.3199999999999998,7.219599999999998,36.1049
0.25,1.3499999999999999,7.539999999999998,35.885000000000005
0.25,1.38,7.867599999999999,35.6669
0.25,1.41,8.202399999999999,35.4506
0.25,1.44,8.5444,35.2361
0.25,1.47,8.8936,35.0234
0.25,1.5,9.25,34.8125
0.25,1.53,9.6136,34.6034
0.25,1.56,9.9844,34.3961
0.25,1.5899999999999999,10.362399999999997,34.1906
0.25,1.6199999999999999,10.747599999999998,33.9869
0.25,1.65,11.139999999999999,33.785
0.25,1.68,11.539599999999998,33.584900000000005
0.25,1.71,11.946399999999999,33.3866
0.25,1.74,12.3604,33.1901
0.25,1.77,12.781600000000001,32.995400000000004
0.25,1.7999999999999998,13.209999999999997,32.8025
0.25,1.8299999999999998,13.645599999999998,32.6114
0.25,1.8599999999999999,14.088399999999998,32.4221
0.25,1.89,14.5384,32.2346
0.25,1.92,14.9956,32.0489
0.25,1.95,15.459999999999999,31.865
0.25,1.98,15.9316,31.6829
0.25,2.01,16.410399999999996,31.5026
0.25,2.04,16.8964,31.3241
0.25,2.07,17.389599999999998,31.1474
0.25,2.1,17.89,30.9725
0.25,2.13,18.397599999999997,30.7994
0.25,2.16,18.9124,30.6281
0.25,2.19,19.4344,30.4586
0.25,2.2199999999999998,19.963599999999996,30.2909
0.25,2.25,20.5,30.125
0.25,2.28,21.043599999999998,29.960900000000002
0.25,2.31,21.5944,29.7986
0.25,2.34,22.152399999999997,29.6381
0.25,2.37,22.7176,29.4794
0.25,2.4,23.29,29.3225
0.25,2.4299999999999997,23.869599999999995,29.1674
0.25,2.46,24.4564,29.0141
0.25,2.4899999999999998,25.050399999999996,28.8626
0.25,2.52,25.651600000000002,28.7129
0.25,2.55,26.259999999999998,28.565
0.25,2.58,26.875600000000002,28.4189
0.25,2.61,27.498399999999997,28.2746
0.25,2.6399999999999997,28.128399999999992,28.1321
0.25,2.67,28.7656,27.9914
0.25,2.6999999999999997,29.409999999999993,27.8525
0.25,2.73,30.0616,27.7154
0.25,2.76,30.720399999999994,27.5801
0.25,2.79,31.386400000000002,27.4466
0.25,2.82,32.059599999999996,27.3149
0.25,2.85,32.74,27.185
0.25,2.88,33.4276,27.0569
0.25,2.9099999999999997,34.12239999999999,26.930600000000002
0.25,2.94,34.8244,26.8061
0.25,2.9699999999999998,35.53359999999999,26.6834
0.25,3.0,36.25,26.5625
0.30000000000000004,0.0,0.3600000000000001,47.09
0.30000000000000004,0.03,0.3636000000000001,46.7909
0.30000000000000004,0.06,0.3744000000000001,46.49360000000001
0.30000000000000004,0.09,0.3924000000000001,46.198100000000004
0.30000000000000004,0.12,0.4176000000000001,45.9044
0.30000000000000004,0.15,0.45000000000000007,45.6125
0.30000000000000004,0.18,0.4896000000000001,45.3224
0.30000000000000004,0.21,0.5364000000000001,45.0341
