Solution,X1,X2,F1,F2,C1_value,C2_value,C1_satisfied,C2_satisfied,All_constraints_OK
87,1.6322688661992988,1.474462713765849,19.536,23.4731,-11.48434671614369,-52.868816369255605,True,True,True
60,1.702435737556646,1.501213486910901,20.206,23.140600000000003,-11.872428001773232,-52.22023849435229,True,True,True
24,1.408014732689874,1.8527061167240912,21.4034,22.6327,-8.665121884480136,-59.30302641972516,True,True,True
47,1.678369198087339,1.6808734264794405,22.4524,21.913,-11.141433339940315,-54.17359203041229,True,True,True
93,1.7421231349418056,1.6639158789709287,23.1424,21.5855,-11.617622279826993,-53.213134184347744,True,True,True
65,1.698960106595062,1.8048307318618169,24.958,20.8707,-10.845721651476255,-55.08950210012426,True,True,True
63,1.7421231349418056,1.8658229267530435,25.648,20.235200000000003,-10.9049431381213,-55.13725561274613,True,True,True
80,1.7827583326648022,1.8644038572311563,26.358,19.9127,-11.173354311103822,-54.616518836294304,True,True,True
36,1.6974891033100448,2.0042202158369995,27.3854,19.5771,-10.0765231036744,-57.06386357148732,True,True,True
71,2.0705110806204745,1.7313222960965324,28.92280000000001,19.03985,-13.420617778271613,-49.84424951458473,True,True,True
77,1.852417458692165,2.012882356825941,29.374,18.9321,-11.041028763232957,-55.2217606255697,True,True,True
41,1.7133807635024048,2.22126925680638,30.674,18.3717,-9.264096883050795,-59.08323407677305,True,True,True
78,1.7133807635024048,2.276077012277809,31.7468,18.04675,-9.017607428464489,-59.65857006418793,True,True,True
18,1.9542153176918724,2.1613556897111064,33.36000000000001,17.1321,-11.051737251570607,-55.49110498054479,True,True,True
67,2.33903394650523,1.85271100511666,35.488,16.695200000000003,-14.486721593668085,-47.895340758000486,True,True,True
85,2.1571477390019096,2.1613556897111064,36.63999999999999,16.2471,-12.246732604691474,-53.0785150995637,True,True,True
61,2.1884865919731658,2.1613556897111064,37.51,15.65315,-12.423933939038765,-52.713280647388885,True,True,True
34,2.2660766575253533,2.1506358143448976,38.4,15.4071,-12.900428751529317,-51.70692618938796,True,True,True
49,2.33692922349873,2.1506358143448976,40.24,14.83565,-13.28281963340198,-50.89941991167503,True,True,True
13,2.2123095067151257,2.438639655632323,43.2766,14.36915,-11.2818183436266,-55.37616254987658,True,True,True
14,2.2036036629694475,2.580822653795164,45.372400000000006,13.77035,-10.519521955899794,-57.0437919890545,True,True,True
42,2.2686673498854537,2.5868967180127687,46.26239999999999,13.2105,-10.847787324753014,-56.36158888401087,True,True,True
52,2.3865521020068945,2.580891679652676,49.052400000000006,12.415499999999998,-11.50888822237501,-54.95714924349968,True,True,True
94,2.379521640186625,2.5885723733439803,49.052400000000006,12.415499999999998,-11.432386233710115,-55.12191816523402,True,True,True
22,2.5456731822771617,2.5885723733439803,52.022400000000005,11.6655,-12.2755729397668,-53.28182220663412,True,True,True
79,2.51436105950397,2.6436514145231813,52.5634,11.61035,-11.832706255979357,-54.24303587413591,True,True,True
53,2.284046736743444,2.933836552201272,54.9284,11.411499999999998,-9.016200956773815,-60.18253793597316,True,True,True
55,2.680484913575448,2.58697473125554,55.1724,10.9605,-12.92741150369423,-51.81152740238631,True,True,True
39,2.7306888781951564,2.647831869950052,57.2684,10.6755,-12.839213420929651,-51.96364452959971,True,True,True
73,2.725304734189641,2.6957965493069507,58.5428,10.3977,-12.55844241244468,-52.56450847825917,True,True,True
89,2.9862574985589845,2.4452390125571006,59.9166,10.2771,-14.965647309358856,-47.08824177462984,True,True,True
40,2.794387989360005,2.7651842362458487,60.84940000000001,9.65915,-12.48903179813806,-52.635745683177,True,True,True
84,2.662929063622648,2.998464108160299,63.0226,9.643999999999997,-10.547312430414747,-56.765897836811135,True,True,True
16,2.73209162930504,2.940080540263056,63.9284,9.184,-11.21251803889823,-55.335415426849856,True,True,True
32,2.999058403878391,2.7652730535486763,66.74600000000001,8.8521,-13.349497668227889,-50.54779022979382,True,True,True
54,2.8844309447789485,2.929607958997005,67.2884,8.531499999999998,-11.941764779172509,-53.62929730613583,True,True,True
5,3.0601953111159497,2.9422589170963893,70.8284,7.923999999999999,-12.580270233750236,-52.012111402132405,True,True,True
12,3.277229556748543,2.8081172723352017,74.378,7.4937,-14.146539384671886,-48.33878690884807,True,True,True
66,3.277229556748543,2.887122275954048,75.7388,7.237500000000001,-13.696586963549098,-49.262769351683936,True,True,True
69,3.277229556748543,2.9524628494484504,77.1284,7.049849999999999,-13.315025122485917,-50.03637463371352,True,True,True
91,3.2792258357515345,2.998169543726627,78.54679999999999,6.8667,-13.049915662725065,-50.56374658512549,True,True,True
10,3.4300521544557903,2.931841277342022,81.14840000000001,6.724849999999999,-13.939570486744596,-48.37116425057279,True,True,True
95,3.618706618569107,2.8864486476685896,83.99340000000001,6.3225,-14.76044279878738,-46.14600937580951,True,True,True
70,3.532498340706213,2.9722921788561365,85.3468,6.236699999999999,-14.011918083480625,-47.926844945418914,True,True,True
75,3.58458395046065,2.989238679852175,86.7726,5.9517,-14.061049521582047,-47.6668788547671,True,True,True
86,3.721766037633939,2.999782016289481,89.6926,5.686700000000001,-14.367425792200176,-46.60067007973308,True,True,True
74,3.721766037633939,2.986917715678789,89.6926,5.686700000000001,-14.444440497218164,-46.44646957105093,True,True,True
29,3.7971054466261673,2.9827812696251854,92.6926,5.500450000000001,-14.656060591036734,-45.757994346957375,True,True,True
25,3.8442029811558527,2.985188791349774,94.2226,5.3267,-14.752781131230655,-45.39313372993287,True,True,True
83,3.947580577299597,2.968759015517228,97.3426,5.1117,-15.078883266508129,-44.348187362797646,True,True,True
72,3.947580577299597,2.9674135002311406,97.3426,5.1117,-15.08687047736892,-44.33212706022034,True,True,True
26,4.034294249833969,2.984375485821111,100.5426,4.96295,-15.160915363726271,-43.83957205219658,True,True,True
76,4.120882469588134,2.984375485821111,102.17260000000002,4.8267,-15.320655327352547,-43.16030277004531,True,True,True
20,4.204209911021501,2.999491100121129,105.4926,4.564166666666666,-15.369771274577731,-42.70191586002004,True,True,True
68,4.216381641415179,2.999491100121129,105.4926,4.564166666666666,-15.38899540838297,-42.60966134385273,True,True,True
27,4.362662891812553,2.9999587209984733,110.6226,4.361666666666666,-15.594049082832468,-41.52972589228304,True,True,True
19,4.361508678448995,2.99311285684779,110.6226,4.361666666666666,-15.633604258476511,-41.45602081191625,True,True,True
28,4.504989269719999,2.999837397958347,115.9326,4.18375,-15.755939962718154,-40.513148806711925,True,True,True
7,4.496139459538769,2.993706772885969,115.9326,4.18375,-15.783844313742794,-40.5015595663404,True,True,True
64,4.677924758742185,2.998529495841048,123.2926,4.07625,-15.905088401539947,-39.31854002105322,True,True,True
8,4.677924758742185,2.99311285684779,123.2926,4.07625,-15.937542965141182,-39.25358562349245,True,True,True
3,4.8209034660819885,2.9932480563255317,127.09260000000005,4.015,-16.008390504841984,-38.32567703661928,True,True,True
2,4.797486220217499,2.994308376314584,127.09260000000005,4.015,-15.993105516530523,-38.48782742005199,True,True,True
