Solution,X1,X2,F1,F2,C1_value,C2_value,C1_satisfied,C2_satisfied,All_constraints_OK
29,0.9687594146226302,0.9760215981274032,7.525465516643553,32.52482449454176,-7.796481182795148,-57.54709191823349,True,True,True
17,0.9709195844241792,1.1692829763438646,9.150199249775604,31.26397887683244,-7.399288326055803,-59.09089202546231,True,True,True
10,0.975610623921052,1.2946883448048925,10.951022680065902,29.83592143395745,-7.128072239529267,-60.08639408577376,True,True,True
94,0.9916186733279884,1.019870408576511,8.064363652320875,31.86834574011036,-7.892743489697104,-57.57676692179403,True,True,True
54,1.104699570836296,0.7282942831645487,6.862894517917809,33.31979699376499,-9.296222003666898,-53.74534627030262,True,True,True
96,1.1298644247140648,1.4853953324514158,13.947968211024785,27.07756025664751,-7.815651335237753,-59.61753411118636,True,True,True
80,1.1298644247140648,1.512959981531132,13.947968211024785,27.07756025664751,-7.733002723191522,-59.86557061771089,True,True,True
93,1.1298644247140648,1.3374285039787654,12.755878109553633,27.992540010439143,-8.233335625651325,-58.312048849936886,True,True,True
11,1.1670917134244825,1.27872238189927,12.233475426026814,28.293496382427808,-8.673683136730585,-57.296100874118125,True,True,True
58,1.1830997628314186,1.011213298104981,9.625592238135624,30.251407073828062,-9.408720245238076,-54.85996096640329,True,True,True
56,1.1955254801394242,1.6794058535651322,16.996742069201765,25.688805062038146,-7.705569606742813,-60.497712633811446,True,True,True
65,1.2170861539173914,1.3925969860051457,13.326819399474664,27.59617605406686,-8.75023646768587,-57.60282852484066,True,True,True
13,1.295480715417323,1.512959981531132,15.380853831781057,26.08713914699149,-8.987488964440367,-57.617386632242486,True,True,True
7,1.4972448894797044,1.7946512347216572,21.39339056700168,22.609943143582196,-9.509933581435982,-57.57450449001573,True,True,True
67,1.5173852703731878,1.500175332128607,18.003196340747127,24.537208323794893,-10.620868617859188,-54.57587175267332,True,True,True
51,1.5209475231605194,1.429003653235314,17.694296534739816,24.833727144334745,-10.8541424224372,-53.894194358011575,True,True,True
22,1.573328419276831,1.7908429856609709,22.40990068029957,22.12312645391989,-10.05080327857308,-56.55428411973176,True,True,True
6,1.701436914259932,1.372016804976735,18.825078737147056,23.913340781902985,-12.237051456254392,-51.08642788804642,True,True,True
69,1.7777044696602295,1.7228535344973177,24.53793372322201,21.086759967722912,-11.648587213822438,-53.322307175200095,True,True,True
98,1.7777044696602295,1.7381644230083206,25.769632573783884,20.86523699873122,-11.59559595374049,-53.46716376634806,True,True,True
49,1.857104825364345,2.309647697080603,35.10134505599008,17.211232298621784,-9.787737436622184,-58.22751979367536,True,True,True
46,1.8593136361770877,2.1006193025065514,31.17892316493339,18.381129159854176,-10.723487710033702,-56.02434628794309,True,True,True
99,1.860609391730518,1.987462936663772,29.142881430910844,18.80921596501644,-11.194217684097186,-54.86690358550233,True,True,True
88,1.8867766922924547,2.233208375216804,33.77976385198092,17.491411590126344,-10.320620989208011,-57.057969108338085,True,True,True
86,1.8876885748665613,1.9863753557778625,29.51214723590426,18.5184772027802,-11.367830538942234,-54.52429014652557,True,True,True
31,1.909982289905082,2.4298813154304795,37.7687759060703,16.16318276353474,-9.547467344221602,-58.87192680893078,True,True,True
79,1.9715805868046203,1.709818865004239,26.098461956959675,19.97190215013439,-12.905195306656967,-50.824234362540736,True,True,True
34,1.980028630827628,1.450021292481457,24.10353752381799,21.5909941588148,-13.777211180729552,-48.34274478919343,True,True,True
59,2.047630241002722,1.9752057612591132,32.09108595798524,17.83680660354498,-12.38207500684716,-52.48337811469119,True,True,True
41,2.071759106611212,1.6794058535651322,27.201430709150657,19.64103992838284,-13.605001249296803,-49.34087923242672,True,True,True
43,2.1716270744320547,2.244721891494841,39.79011048280648,15.614347992943255,-11.961530223758048,-53.777038678618666,True,True,True
91,2.23293342171871,2.03710745434804,36.8048582428845,16.373147474590628,-13.19353577079832,-50.93150842497765,True,True,True
57,2.28396427041297,2.210035553775809,41.34829284903071,14.72378973563638,-12.7388927666535,-52.11753493352353,True,True,True
97,2.301595401132356,2.203973819582074,40.86847353068816,15.078557746702048,-12.86111202340675,-51.853158487291566,True,True,True
9,2.4429855137535346,2.864975910352432,56.31834729910137,11.06842667972963,-10.25358995022598,-57.5783524293674,True,True,True
64,2.4442754054478635,2.229376244043813,43.420029461629085,13.94506479215909,-13.49815335929442,-50.51245167228128,True,True,True
68,2.5171980674732994,2.251889006258492,44.929815720035165,13.735822805493356,-13.764690467333825,-49.94345516537733,True,True,True
53,2.602922526240134,2.0530970895638285,42.92030945254033,14.37523351899097,-15.038811925617557,-46.96223545432461,True,True,True
47,2.603427082923922,2.8587139506015533,59.60571860385297,10.306934527442182,-11.08419280177352,-55.74752840429227,True,True,True
18,2.651668442438412,2.203973819582074,47.63724287143761,13.366539724589735,-14.627838298357169,-47.9859939645048,True,True,True
8,2.6525794312130366,2.3768291514083804,50.64219845062065,12.456294998973778,-13.840299858251209,-49.805198462920856,True,True,True
48,2.6762454644713323,2.413167073643108,52.239304908510185,12.061724876573477,-13.776789533294703,-49.94474012173595,True,True,True
25,2.794434157110934,2.604505333143563,57.71478088203227,10.623171343008435,-13.35203128230778,-50.808395773888,True,True,True
14,2.824607384040775,2.3768291514083804,53.38268266033606,11.86832355449406,-14.618350151445398,-47.99498045276023,True,True,True
16,2.830096218258828,2.7938460013341326,63.85349047113456,9.380901187426597,-12.48594209881464,-52.59655659963719,True,True,True
32,2.830096218258828,2.668424186864855,60.938415182884114,9.953399645088236,-13.171029936939998,-51.15893787469616,True,True,True
37,2.8512489864980464,2.865038862423265,65.96099752114803,9.016671239472847,-12.174421398778732,-53.2083178567726,True,True,True
90,2.8861252945023805,2.8270142740066126,65.50331337049714,9.23446225190344,-12.539524024020215,-52.40580985300518,True,True,True
82,2.951998192929068,2.9980967705479555,70.66325906978672,8.20768665953069,-11.817104352664115,-53.7594871130492,True,True,True
89,2.9584855185905425,2.939480155523095,69.20045660029109,8.416245653259708,-12.191675037481396,-52.99429278411391,True,True,True
42,3.2448414889157355,2.8582029209907,74.76340449020509,7.804686700885814,-13.750094663408698,-49.23007392904108,True,True,True
30,3.265387179945706,2.9314894674533893,76.59333394866407,7.409152722699525,-13.397487866713131,-49.89912585833296,True,True,True
27,3.3083619386858656,2.98772878333668,79.46391785135437,6.877457351012249,-13.211837386734882,-50.16436368117,True,True,True
78,3.427664263226796,2.9970261675833854,83.5326017280334,6.394590610841567,-13.545594481686312,-49.17057694445322,True,True,True
26,3.509258096105724,2.86628198572123,82.08738299583112,6.675227532934645,-14.562116154303633,-46.88002718338941,True,True,True
92,3.5523158240685326,2.9963679033605746,86.2771728716019,6.020931879023864,-13.925989914468182,-48.03832256128408,True,True,True
63,3.556238307102188,2.990676809260527,86.2771728716019,6.020931879023864,-13.971404396672115,-47.93522661627792,True,True,True
84,3.645998017100199,2.9865909918674456,89.11358846401897,5.8762849155075205,-14.246952877599634,-47.09660497100384,True,True,True
50,3.6790772008176034,2.9865192593973084,90.94742193683288,5.706498593960682,-14.335865671849094,-46.80878667962913,True,True,True
75,3.780912634594024,2.9334860651071897,92.94239485312228,5.678787140839296,-14.908485501329451,-45.30695508174953,True,True,True
70,3.828301776323814,2.99992066349204,95.3537955948936,5.369100900441107,-14.62759928538755,-45.7021140376218,True,True,True
24,3.9279294388476527,2.972632882794906,97.74735589991748,5.169490026036662,-15.014118456036938,-44.55410220764659,True,True,True
45,3.997490452741793,2.9991481724427507,99.8972613783528,5.009808700758171,-15.000084847389452,-44.30986147081629,True,True,True
85,4.070652916722329,2.9985929718540087,101.60962312264772,4.909207504363151,-15.14475418795103,-43.72288614283905,True,True,True
28,4.150363432885436,2.9970261675833854,104.6443886275742,4.841243582616768,-15.295951854642226,-43.08402455354546,True,True,True
33,4.197868503247022,2.9980182048118,106.1832338823297,4.6689085012295,-15.368471905533864,-42.7324263038548,True,True,True
62,4.288138854496645,2.9999272644604456,109.8238815116618,4.525989871061102,-15.49369011746952,-42.07704034231329,True,True,True
60,4.297760585500526,2.9669846841461824,109.205892197741,4.626477139113534,-15.703861688765413,-41.61148290310853,True,True,True
20,4.410891065021611,2.968744035462385,112.89421110647284,4.516320959220509,-15.83950951463514,-40.80760830800951,True,True,True
76,4.478764168124213,2.9970261675833854,116.9169103436098,4.262647636727745,-15.746147358389203,-40.66342463836583,True,True,True
21,4.618338419285382,2.999890989348766,120.73500346496346,4.175679148822325,-15.854988489830497,-39.73432693054981,True,True,True
71,4.681034687854808,2.98599974881031,124.27839595954748,4.122429119284452,-15.982066629752886,-39.14772373598012,True,True,True
23,4.732187959112531,2.994875425799884,126.14748791845916,4.096633071041193,-15.958997894695656,-38.91712690542846,True,True,True
74,4.855459783819044,2.9941541004204724,129.80880546653182,4.059988879595669,-16.014149348841634,-38.11801655076693,True,True,True
1,4.95667601395177,2.998695648798077,133.5549457619352,4.051920087404241,-16.005947438112372,-37.54617037096546,True,True,True
4,4.959706295590774,2.998695648798077,133.5549457619352,4.051920087404241,-16.00620082326446,-37.52773529597936,True,True,True
